"Name","Gender","Century","Scope","Country","top5_keywords","sent_neg","sent_neu","sent_pos","sent_compound","polarity","subjectivity"
"Ella Fitzgerald","Female","20th","Musician","United States","fitzgerald, ella, sings, jazz, recording","0.006","0.898","0.096","0.9762","0.20484848484848486","0.44317016317016306"
"Janis Joplin","Female","20th","Musician","United States","joplin, rock, music, cheap, thrills","0.051","0.847","0.101","0.8074","0.1536825396825397","0.4013968253968254"
"Madonna","Female","20th","Musician","United States","madonna, dance, ray, music, pop","0.017","0.827","0.156","0.9901","0.2043181818181818","0.48522727272727273"
"Diana Maffía","Female","20th","Philosopher","Argentina","maffía, children, television, diana, italian","0.0","0.83","0.17","0.9933","0.1745601173020528","0.4348240469208211"
"María Luisa Femenías","Female","20th","Philosopher","Argentina","femenías, inmujeres, el, director, mundo","0.015","0.883","0.101","0.9716","0.07587719298245614","0.29517543859649115"
"Alicia Moreau de Justo","Female","20th","Philosopher","Argentina","moreau, justo, ferrer, figueres, argentine","0.092","0.806","0.103","-0.0772","0.030128205128205125","0.21987179487179487"
"Alicia Villar","Female","20th","Philosopher","Argentina","villar, mexican, nacional, alicia, premio","0.024","0.864","0.112","0.9612","0.09378265412748173","0.3013061650992685"
"Amelia Podetti","Female","20th","Philosopher","Argentina","podetti, amelia, reporting, fearless, rome","0.049","0.796","0.154","0.9747","0.077979797979798","0.31030303030303036"
"Chizuko Ueno","Female","20th","Philosopher","Japan","ueno, japan, women, feminism, japanese","0.042","0.784","0.174","0.9916","0.05028735632183909","0.2155172413793103"
"Hani Motoko","Female","20th","Philosopher","Japan","motoko, hani, women, publishing, tokyo","0.015","0.841","0.144","0.9859","0.12328042328042331","0.391710758377425"
"Hiratsuka Raichō","Female","20th","Philosopher","Japan","raichō, women, japan, suffrage, 1919","0.034","0.892","0.074","0.7435","0.13164335664335663","0.3702214452214452"
"Hitomi Kiyokawa","Female","20th","Philosopher","Japan","kiyokawa, acting, anime, entertainment, embraces","0.012","0.768","0.219","0.9895","0.37242424242424244","0.4336363636363636"
"Hitoshi Tsuji.","Female","20th","Philosopher","Japan","tsuji, military, japanese, war, army","0.139","0.789","0.072","-0.9756","0.04796296296296295","0.40388888888888885"
"Betül Çotuksöken","Female","20th","Philosopher","Turkey","çotuksöken, theater, australia, film, betül","0.012","0.798","0.19","0.9931","0.125","0.34062499999999996"
"Ioanna Kuçuradi","Female","20th","Philosopher","Turkey","kuçuradi, greek, greece, ioanna, journalism","0.024","0.768","0.208","0.996","0.08825757575757576","0.3977272727272727"
"Şirin Tekeli","Female","20th","Philosopher","Turkey","tekeli, turkish, women, feminist, şirin","0.0","0.888","0.112","0.9485","0.16130952380952382","0.5357142857142857"
"Ayşe Kadıoğlu","Female","20th","Philosopher","Turkey","kadıoğlu, turkey, turkish, feminist, ankara","0.0","0.813","0.187","0.9855","0.14821428571428572","0.4202380952380952"
"Ayşe Saktanber","Female","20th","Philosopher","Turkey","saktanber, turkish, novel, turkey, yunus","0.03","0.761","0.209","0.9851","0.1550925925925926","0.37870370370370365"
"Martine Aubry","Female","20th","Politician","France","aubry, socialist, labor, french, party","0.015","0.784","0.201","0.9956","0.14689542483660128","0.344281045751634"
"Simone Veil","Female","20th","Politician","France","veil, seine, rights, council, women","0.023","0.879","0.098","0.9052","0.12250000000000001","0.36083333333333334"
"Édith Cresson","Female","20th","Politician","France","cresson, european, french, édith, minister","0.0","0.903","0.097","0.9726","0.08134469696969697","0.2089962121212121"
"Françoise Giroud","Female","20th","Politician","France","giroud, fashion, french, françoise, france","0.028","0.866","0.106","0.9382","0.11942640692640692","0.33733766233766227"
"Michèle Alliot-Marie","Female","20th","Politician","France","marie, minister, european, security, french","0.02","0.827","0.154","0.9797","0.05263157894736842","0.27149122807017545"
"Gro Harlem Brundtland","Female","20th","Politician","Norway","brundtland, sustainable, development, health, environmental","0.044","0.905","0.051","-0.2874","0.1175925925925926","0.3037037037037037"
"Eva Kolstad","Female","20th","Politician","Norway","kolstad, norwegian, eva, literary, oslo","0.008","0.846","0.146","0.9882","0.10103946441155745","0.31851656095842135"
"Aase Lionæs","Female","20th","Politician","Norway","lionæs, norwegian, grovberetrevne, ignoble, landet","0.0","0.819","0.181","0.987","0.19285714285714284","0.3900793650793651"
"Anne Enger Lahnstein","Female","20th","Politician","Norway","enger, television, verbotene, lahnstein, gold","0.026","0.815","0.16","0.9682","0.17981601731601732","0.4653138528138529"
"Berit Ås","Female","20th","Politician","Norway","ås, children, berit, fairy, tales","0.011","0.818","0.172","0.9922","0.09426767676767675","0.3070959595959596"
"Alicja Dorabialska","Female","20th","Scientist","Poland","dorabialska, huckleberry, finn, reimagines, sawyer","0.021","0.712","0.266","0.9952","0.1961462450592885","0.48787878787878786"
"Maria Skłodowska-Curie","Female","20th","Scientist","Poland","curie, skłodowska, pierre, nobel, maria","0.088","0.777","0.135","0.8807","0.2","0.462962962962963"
"Irena Sendler","Female","20th","Scientist","Poland","sendler, ghetto, orphanages, jewish, irena","0.082","0.806","0.111","0.8289","-0.03452380952380954","0.46547619047619054"
"Marie Curie","Female","20th","Scientist","Poland","curie, marie, radium, radioactivity, pierre","0.127","0.759","0.114","-0.1651","0.27954545454545454","0.4643939393939394"
"Anna Jerzmańska","Female","20th","Scientist","Poland","jerzmańska, hourglass, polish, nike, memory","0.049","0.793","0.158","0.9728","0.0946023600055858","0.36718195782711904"
"Elvira Fortunato","Female","20th","Scientist","Portugal","fortunato, elvira, children, naturali, gestures","0.058","0.805","0.137","0.9612","0.15595238095238095","0.36269841269841274"
"Maria de Sousa","Female","20th","Scientist","Portugal","sousa, maria, brazilian, challenged, portuguese","0.012","0.843","0.146","0.9822","0.24166666666666659","0.5249999999999999"
"Maria do Carmo Fonseca","Female","20th","Scientist","Portugal","fonseca, portuguese, carmo, literary, maria","0.015","0.878","0.107","0.9587","0.06982323232323234","0.28126262626262616"
"Amalia Robles","Female","20th","Scientist","Portugal","robles, mexican, amalia, mexico, la","0.016","0.828","0.157","0.9903","0.1196078431372549","0.31102941176470583"
"Ana Carlos Pereira","Female","20th","Scientist","Portugal","pereira, brazilian, journalism, carlos, ana","0.019","0.898","0.084","0.9545","0.06927083333333334","0.36822916666666666"
"Olga Ladyzhenskaya","Female","20th","Scientist","Russia","ladyzhenskaya, equations, stokes, navier, mathematicians","0.007","0.844","0.149","0.9879","0.10111111111111111","0.3555555555555555"
"Sofia Kovalevskaya","Female","20th","Scientist","Russia","kovalevskaya, mathematics, mathematicians, russia, sweden","0.082","0.851","0.066","-0.8537","0.09665071770334928","0.3800637958532695"
"Natalia Bekhtereva","Female","20th","Scientist","Russia","bekhtereva, receptors, nervous, autonomic, scientific","0.032","0.892","0.076","0.9257","0.055984848484848485","0.4768939393939394"
"Zinaida Ermol'eva","Female","20th","Scientist","Russia","ermol, eva, music, russian, nikolai","0.0","0.945","0.055","0.9136","0.13906249999999998","0.30807291666666664"
"Chien-Shiung Wu is not Russian","Female","20th","Scientist","Russia","wu, physics, experimental, manhattan, chien","0.058","0.851","0.091","0.8841","0.12480842911877396","0.5148877941981391"
"Dorothy Hodgkin","Female","20th","Scientist","United Kingdom","hodgkin, crystallography, ray, penicillin, chemistry","0.0","0.848","0.152","0.9829","0.28076923076923077","0.49038461538461536"
"Jocelyn Bell Burnell","Female","20th","Scientist","United Kingdom","burnell, bell, hewish, pulsars, supervisor","0.029","0.877","0.094","0.9638","0.09739583333333335","0.2640625"
"Rosalind Franklin","Female","20th","Scientist","United Kingdom","franklin, dna, photograph, crick, watson","0.042","0.87","0.088","0.9186","0.12261904761904763","0.42942176870748294"
"Anne McLaren","Female","20th","Scientist","United Kingdom","mclaren, developmental, anne, biology, mammal","0.0","0.856","0.144","0.9468","0.246875","0.4322916666666667"
"Mary Cartwright","Female","20th","Scientist","United Kingdom","cartwright, differential, chaos, equations, mathematics","0.057","0.879","0.064","-0.0057","0.09428071928071928","0.3695804195804196"
"Ding Ling","Female","20th","Writer","China","ding, ccp, chinese, ling, yan","0.066","0.877","0.056","-0.5267","0.04635416666666668","0.3036458333333333"
"Wang Anyi","Female","20th","Writer","China","anyi, wang, chinese, china, everlasting","0.044","0.862","0.094","0.9156","0.032175925925925934","0.318287037037037"
"Bing Xin","Female","20th","Writer","China","xin, bing, chinese, writers, beijing","0.023","0.849","0.127","0.9788","0.12083333333333336","0.30931372549019603"
"Eileen Chang","Female","20th","Writer","China","chang, kong, hong, eileen, chinese","0.087","0.833","0.081","-0.1584","0.10476190476190476","0.37976190476190463"
"Zhang Ailing","Female","20th","Writer","China","chang, kong, hong, unger, chinese","0.045","0.83","0.125","0.9743","0.1688725490196078","0.32843137254901955"
"Füruzan","Female","20th","Writer","Turkey","eryümenel, turkish, acem, kaderim, füruzan","0.025","0.801","0.174","0.9871","0.09196428571428572","0.37410714285714286"
"Halide Edib Adıvar","Female","20th","Writer","Turkey","halide, edib, turkish, bakkal, ateşten","0.042","0.817","0.141","0.9807","0.07608695652173914","0.3108695652173913"
"Latife Tekin","Female","20th","Writer","Turkey","tekin, turkish, german, latife, turkey","0.02","0.906","0.074","0.91","0.17401960784313728","0.41323529411764703"
"Adalet Ağaoğlu","Female","20th","Writer","Turkey","ağaoğlu, turkish, adalet, psychological, cine","0.039","0.849","0.112","0.96","0.06346153846153846","0.41121794871794864"
"Leyla Erbil","Female","20th","Writer","Turkey","erbil, women, leyla, turkish, ttb","0.0","0.965","0.035","0.5106","0.03425925925925925","0.462962962962963"
"Sophie Calle","Female","21st","Artist","France","calle, year, photography, long, art","0.017","0.854","0.13","0.9759","0.11644444444444446","0.3902222222222222"
"Camille Henrot","Female","21st","Artist","France","henrot, film, gore, festival, jury","0.03","0.774","0.195","0.994","0.1652257266542981","0.40832096474953616"
"Annette Messager","Female","21st","Artist","France","messager, art, musée, nationale, beaux","0.0","0.925","0.075","0.9628","0.09525862068965518","0.40977011494252874"
"Claire Tabouret","Female","21st","Artist","France","tabouret, claire, frank, anne, les","0.023","0.857","0.12","0.9774","0.15178758023585612","0.380862815345574"
"Laure Prouvost","Female","21st","Artist","France","prouvost, laure, french, literature, la","0.026","0.76","0.213","0.9955","0.1573412698412698","0.35515873015873006"
"Isa Genzken","Female","21st","Artist","Germany","genzken, glass, museum, art, isa","0.012","0.881","0.107","0.9509","0.12526041666666665","0.3672619047619048"
"Rosemarie Trockel","Female","21st","Artist","Germany","trockel, art, rosemarie, performance, knickerbockered","0.0","0.92","0.08","0.8932","0.2008116883116883","0.529491341991342"
"Katharina Grosse","Female","21st","Artist","Germany","grosse, expressionist, art, rottluff, provincetown","0.005","0.866","0.13","0.9837","0.25059974747474745","0.5962121212121212"
"Alicja Kwade","Female","21st","Artist","Germany","kwade, berlin, installations, art, visual","0.0","0.908","0.092","0.886","0.13916666666666666","0.2888095238095238"
"Anima Gee","Female","21st","Artist","Germany","gee, illustrations, smarties, anima, children","0.007","0.729","0.264","0.9975","0.2429205851619645","0.6041797283176594"
"Teresa Margolles","Female","21st","Artist","Mexico","margolles, violence, art, blood, tate","0.141","0.796","0.064","-0.9831","0.12568820068820072","0.402039627039627"
"Betsabeé Romero","Female","21st","Artist","Mexico","romero, mexican, betsabeé, triana, mexico","0.0","0.914","0.086","0.9674","0.07484567901234568","0.23950617283950618"
"Frida Kahlo","Female","21st","Artist","Mexico","kahlo, frida, rivera, pain, 1940","0.039","0.862","0.099","0.9552","0.056666666666666664","0.39257936507936514"
"Minerva Cuevas","Female","21st","Artist","Mexico","cuevas, mexican, minerva, mexico, literature","0.0","0.89","0.11","0.9735","0.12833333333333335","0.32458333333333333"
"Pia Camil","Female","21st","Artist","Mexico","camil, pia, immigrant, silent, steeles","0.041","0.842","0.117","0.9354","0.1527777777777778","0.37716049382716044"
"Olga Chernysheva","Female","21st","Artist","Russia","chernysheva, mukhtar, karamyshev, olga, soviet","0.018","0.813","0.168","0.9896","0.144047619047619","0.4351190476190476"
"Marina Abramovic","Female","21st","Artist","Russia","abramović, art, performance, belgrade, marina","0.049","0.867","0.084","0.8074","0.1658888888888889","0.4394285714285714"
"Alexandra Paperno","Female","21st","Artist","Russia","paperno, rosenzweig, jewish, mendelssohn, difference","0.024","0.906","0.07","0.9217","0.04437500000000001","0.255625"
"Alina Gutkina","Female","21st","Artist","Russia","chess, gutkina, grandmaster, alina, petersburg","0.005","0.848","0.147","0.9879","0.19166666666666668","0.4171568627450981"
"Anna Bogoslovskaya","Female","21st","Artist","Russia","bogoslovskaya, compositions, music, composers, pianist","0.01","0.818","0.172","0.9899","0.12275094696969698","0.35691287878787875"
"Marit Bjoergen","Female","21st","Athlete","Norway","bjorgen, marit, vancouver, bjørgen, medals","0.013","0.783","0.204","0.9896","0.4111111111111111","0.6055555555555555"
"Therese Johaug","Female","21st","Athlete","Norway","johaug, km, cup, winter, race","0.03","0.81","0.16","0.9857","0.316786283891547","0.5554625199362041"
"Ada Hegerberg","Female","21st","Athlete","Norway","hegerberg, women, football, league, uefa","0.0","0.82","0.18","0.9926","0.2932098765432099","0.4524691358024691"
"Caroline Graham Hansen","Female","21st","Athlete","Norway","graham, fisher, hansen, crime, caroline","0.063","0.718","0.22","0.9928","0.2615384615384615","0.37916666666666654"
"Arianna Fontana","Female","21st","Athlete","Norway","fontana, arianna, television, italian, sconosciuti","0.0","0.793","0.207","0.9966","0.19930555555555554","0.33958333333333335"
"Mariana Mazzucato","Female","21st","Economist","Italy","mazzucato, lse, innovation, investment, private","0.017","0.765","0.218","0.9949","0.14895238095238095","0.3056190476190476"
"Paola Sapienza","Female","21st","Economist","Italy","sapienza, financial, economics, behavioral, consumer","0.01","0.914","0.076","0.9493","0.062","0.23866666666666667"
"Alessandra Bonfiglioli","Female","21st","Economist","Italy","bonfiglioli, ultima, adelaide, notte, italian","0.011","0.861","0.128","0.967","0.16557971014492753","0.39202898550724635"
"Alessandra Casarico","Female","21st","Economist","Italy","casarico, mothers, women, malata, madre","0.06","0.817","0.123","0.9517","0.0412257495590829","0.28672839506172837"
"Alessandra Pelloni","Female","21st","Economist","Italy","pelloni, italy, italian, rai, alessandra","0.009","0.913","0.078","0.9349","0.03878205128205128","0.22211538461538463"
"Nora Lustig","Female","21st","Economist","Mexico","lustig, santa, cruz, women, california","0.011","0.826","0.163","0.9865","0.166","0.35233333333333333"
"Graciela Márquez Colín","Female","21st","Economist","Mexico","colín, márquez, waterfall, mexico, national","0.022","0.809","0.169","0.9917","0.11815476190476193","0.39583333333333337"
"Alicia Bárcena Ibarra","Female","21st","Economist","Mexico","bárcena, honduras, sula, taxation, economic","0.014","0.864","0.122","0.9371","0.17604166666666668","0.3364583333333334"
